	Unnamed: 0	label	sentence	pos	v_index
544	544	1	What little money has been recovered remains the subject of a legal tussle the courts which may yet take months to resolve.	verb	12
545	545	1	The boy and the dog skirted round opposite sides of the puddle,  the boy,  a light,  tall fourteen-year-old,  labouring in wellington boots too large for him,  and the dog,  a three-year-old Labrador bitch,  picking her way reluctantly,  frequent pauses,  asif her paws hurt.	verb	18
546	546	1	‘ Way you go,  Patty, ’ he said softly,  and the dog was off,  hurling herself along the embankment,  all paws and flying ears,  after a rabbit who had been sitting a patch of sun but disappeared contemptuous ease as she came close.	verb	14
547	547	1	‘ Way you go,  Patty, ’ he said softly,  and the dog was off,  hurling herself along the embankment,  all paws and flying ears,  after a rabbit who had been sitting a patch of sun but disappeared contemptuous ease as she came close.	verb	22
548	548	1	‘ Way you go,  Patty, ’ he said softly,  and the dog was off,  hurling herself along the embankment,  all paws and flying ears,  after a rabbit who had been sitting a patch of sun but disappeared contemptuous ease as she came close.	verb	39
549	549	1	The boy had been told unequivocally not to let her off the lead—  the riding-school only used the land by grace of its owner and it was a shooting estate—  but he hated keeping the dog straining at the lead and knew that she would always come his call.	verb	29
550	550	1	Probably a squirrel,  he decided,  and slithered down the side of the embankment to join her,  scolding as he went.	verb	6
551	551	1	He saw a leg,  uncomfortably wedged between sapling trees,  swollen grotesquely,  and gazed at it,  stupidly,  wondering if it was plastic.	verb	12
552	552	1	As his eyes focused he realized he was looking a hideously swollen human body,  and just then,  as the light breeze shifted,  he caught the turning odour of decay.	verb	26
553	553	1	She had known him since he was a very small five-year-old,  perched a mosquito on one of the placid beginners ' ponies,  so she told the class to carry on walking their ponies while she came to him.	verb	11
554	554	1	She had known him since he was a very small five-year-old,  perched a mosquito on one of the placid beginners ' ponies,  so she told the class to carry on walking their ponies while she came to him.	verb	14
555	555	1	He scrubbed at his face with the handkerchief she offered and gulped for air.	verb	11
556	556	1	The boy thought longingly of his mother,  but managed to help Miss Williams describe the location of the body a startled local station sergeant and to drink a cup of sweet milky tea being sick.	verb	24
557	557	1	He watched his aunt and Miss Williams wordlessly consult eachother,  but knew his aunt would do as she was told;  successful solicitor though she was,  she was ten years younger than Miss Williams and,  as she complained,  totally intimidated by her as she had not been by anyone since her late headmistress.	verb	21
558	558	1	Miss Williams took him to meet the police Land Rover at the stable gate,  a bone-thin,  wiry woman her late fifties,  her expression sufficiently forbidding to prevent the parents,  edging cars through the gate to collect children the ten o'clock ride,  asking any questions.	verb	16
559	559	1	Miss Williams took him to meet the police Land Rover at the stable gate,  a bone-thin,  wiry woman her late fifties,  her expression sufficiently forbidding to prevent the parents,  edging cars through the gate to collect children the ten o'clock ride,  asking any questions.	verb	30
560	560	1	Jamie,  a renewed queasiness,  just observed that the police driver was instantly reduced his age by Miss Williams 's greeting.	verb	4
561	561	1	The CID sergeant thanked her gravely and went to stand beside Jamie who was peering down the embankment,  looking pinched.	verb	2
562	562	1	She took out a handkerchief and mopped her eyes.	verb	6
563	563	1	‘ He 'll perhaps not do it again, ’ the sergeant murmured,  and received the look that Miss Williams habitually bent a child who was riding carelessly.	verb	20
564	564	1	‘ A few days, ’ the sergeant said,  grimly.	verb	6
565	565	1	The voice at the other end was plainly over-excited and it took him a minute to disentangle what he was being told.	verb	16
566	566	1	He paused,  reminding McLeish irresistibly of a Labrador wondering how best to approach an acquaintance.	verb	7
567	567	1	He paused,  reminding McLeish irresistibly of a Labrador wondering how best to approach an acquaintance.	verb	14
568	568	1	McLeish thanked him gravely,  feeling,  as he often did the Wilsons,  that he was being enveloped a large feather eiderdown,  and,  made restless by the call,  went the corridor to where he knew Catherine Crane was also in,  getting her office order.	verb	16
569	569	1	McLeish thanked him gravely,  feeling,  as he often did the Wilsons,  that he was being enveloped a large feather eiderdown,  and,  made restless by the call,  went the corridor to where he knew Catherine Crane was also in,  getting her office order.	verb	21
570	570	1	She let go of the cabinet,  coughing in the dust of ages that appeared to be lurking behind it,  and smiled him as the February sun shone through the small window behind her,  throwing sharp relief the patches on the wall where her predecessor had hung posters,  and the ingrained dirt on the flaking paintwork round the mean,  narrow,  metal window.	verb	16
571	571	1	She let go of the cabinet,  coughing in the dust of ages that appeared to be lurking behind it,  and smiled him as the February sun shone through the small window behind her,  throwing sharp relief the patches on the wall where her predecessor had hung posters,  and the ingrained dirt on the flaking paintwork round the mean,  narrow,  metal window.	verb	40
572	572	1	Without Angela Morgan,  atleast two major clients were danger of not getting the assiduous service they were paying for,  and it would be well trying to see if one of them,  whom he knew to be a fellow refugee family life the weekends,  could be found.	verb	14
573	573	1	He was luck,  and fixed to meet Andy Barton at Brazzo 's where Yeo Davis a table permanently booked.	verb	5
574	574	1	He had to admit that particular client hardly added the general decorative smartness of the place.	verb	14
575	575	1	‘ They make a huge margin a smaller turnover,  Andy,  punters like us. ’	verb	9
576	576	1	‘ They make a huge margin a smaller turnover,  Andy,  punters like us. ’	verb	12
577	577	1	Barton worked a sixteen-hour day,  which began careful,  detailed consideration of the trading figures and key ratios for every one of his forty-three major shops and the output of both factories,  and continued,  usually by helicopter,  a detailed aerial survey of a particular area as the quick way of identifying new sites,  interspersed unheralded descents the manager of any shop he took a fancy to visit.	verb	54
578	578	1	Peter Yeo,  who had known particular juggernaut since he had his first small factory and two stores and dirt under his fingernails shifting packing-cases personally,  was not fazed by the question.	verb	7
579	579	1	I 'm speed Huerter,  ofcourse,  but is your planning application in Leicester allright? ’	verb	4
580	580	1	Plenty of housing if stupid farts the council got round to repairing it and stopped their tenants tearing apart what they have got.	verb	6
581	581	1	Peter Yeo,  who had personally persuaded Barton of the presentational disadvantage of using words like ‘ darkies ’,  ‘ niggers ’ or ‘ wogs ’,  decided that ‘ immigrants ’ eventhough used the manner of one invoking a curse,  was as good as he was going to get particular client.	verb	9
582	582	1	Peter Yeo,  who had personally persuaded Barton of the presentational disadvantage of using words like ‘ darkies ’,  ‘ niggers ’ or ‘ wogs ’,  decided that ‘ immigrants ’ eventhough used the manner of one invoking a curse,  was as good as he was going to get particular client.	verb	39
583	583	1	‘ She 's doing a good job sorting Huerter thing,  too.	verb	8
584	584	1	Bloody ridiculous them blokes the DTI pushing assistance for Huerter.	verb	0
585	585	1	I voted for government because they said they were n't going to go in for sort of rubbish.	verb	19
586	586	1	Peter Yeo winced inwardly,  but he was not going to tell Andy Barton that Angela was missing,  or express any of his reservations how much influence Angela could bring to bear.	verb	2
587	587	1	Peter Yeo winced inwardly,  but he was not going to tell Andy Barton that Angela was missing,  or express any of his reservations how much influence Angela could bring to bear.	verb	26
588	588	1	The rest of lunch passed similar diversion,  interspersed details of last week 's turnover which were never far Barton 's mind,  whatever other distractions offered.	verb	7
589	589	1	The rest of lunch passed similar diversion,  interspersed details of last week 's turnover which were never far Barton 's mind,  whatever other distractions offered.	verb	8
590	590	1	The rest of lunch passed similar diversion,  interspersed details of last week 's turnover which were never far Barton 's mind,  whatever other distractions offered.	verb	15
591	591	1	She was frowning,  deep lines appearing between her eyebrows,  mouth drawn down at the edges sothat instead of a classically good-looking slim English Rose her late twenties,  she looked faded,  years older than her real age,  and shrewish.	verb	23
592	592	1	She was frowning,  deep lines appearing between her eyebrows,  mouth drawn down at the edges sothat instead of a classically good-looking slim English Rose her late twenties,  she looked faded,  years older than her real age,  and shrewish.	verb	30
593	593	1	Penelope,  however,  it had to be acknowledged,  had made no attempt to rise the blow she had been dealt by finding a dazzling girl of her own age favoured herself her uncle 's will.	verb	23
594	594	1	Atleast,  Mrs Huntley thought hopefully,  she had stopped wondering,  unbecomingly and stridently,  how her uncle could have been fooled by Angela Morgan.	verb	9
595	595	1	Atleast,  Mrs Huntley thought hopefully,  she had stopped wondering,  unbecomingly and stridently,  how her uncle could have been fooled by Angela Morgan.	verb	11
596	596	1	It was Grizel Huntley 's own view that her brother had not been fooled atall but had been charmed and diverted by a dashing girl thirty years his junior,  and had seen no reason atall why she should not a share of his considerable estate when left a very decent down-setting for his niece aswell.	verb	18
597	597	1	It was Grizel Huntley 's own view that her brother had not been fooled atall but had been charmed and diverted by a dashing girl thirty years his junior,  and had seen no reason atall why she should not a share of his considerable estate when left a very decent down-setting for his niece aswell.	verb	20
598	598	1	It was Grizel Huntley 's own view that her brother had not been fooled atall but had been charmed and diverted by a dashing girl thirty years his junior,  and had seen no reason atall why she should not a share of his considerable estate when left a very decent down-setting for his niece aswell.	verb	52
599	599	1	Indeed,  she had respected Angela Morgan for the straightforwardness which she had tackled the issue when they had met at the lawyer 's office.	verb	8
600	600	1	Penny,  sounding childishly,  sullenly determined,  broke her mother 's thoughts.	verb	4
601	601	1	Penelope glared her,  turning an ungraceful scarlet,  but Mrs Huntley held her ground.	verb	6
602	602	1	Her husband Francis had made a slightly better showing than her daughter Jennifer,  who was looking particularly ragged.	verb	17
603	603	1	The man,  a stocky,  greying fifty-year-old in a navy raincoat over a suit,  his hair cut short,  was attended by a uniformed policewoman,  hair smartly set under the cap,  her eyes watchful in the wide,  flat,  placid face,  and both of them were standing square and stolid.	verb	24
604	604	1	The man,  a stocky,  greying fifty-year-old in a navy raincoat over a suit,  his hair cut short,  was attended by a uniformed policewoman,  hair smartly set under the cap,  her eyes watchful in the wide,  flat,  placid face,  and both of them were standing square and stolid.	verb	31
605	605	1	The man,  a stocky,  greying fifty-year-old in a navy raincoat over a suit,  his hair cut short,  was attended by a uniformed policewoman,  hair smartly set under the cap,  her eyes watchful in the wide,  flat,  placid face,  and both of them were standing square and stolid.	verb	46
606	606	1	The blinding headaches he had been experiencing recent weeks were taking their toll,  and he looked grey and drawn when he arrived home.	verb	1
607	607	1	You 're still a young man…  well,  youngish. ’ she said,  trying to tease him his apparent lethargy and depression.	verb	20
608	608	1	Shall I accompany you the violin?	verb	2
609	609	1	Champion of the breed Crufts last year.	verb	0
610	610	1	‘ People like me,  who 've worked their guts to expand the business while the militant bastards have been working their guts to destroy it. ’	verb	17
611	611	1	‘ People like me,  who 've worked their guts to expand the business while the militant bastards have been working their guts to destroy it. ’	verb	22
612	612	1	But we were n't talking the motor industry and the never-ending management-union saga.	verb	13
613	613	1	‘ I a horrible feeling that UM is to reorganise world-wide planning operations and,  if happens,  it 's curtains for the European organisation and for me. ’	verb	21
614	614	1	The Paul Jones and the emotional somersaults when the music stopped and they came face to face for the very first time.	verb	6
615	615	1	Schooldays and the void they both felt when the boys went off to boarding school,  followed by the joy unconfined when they came home the end of term.	verb	19
616	616	1	Notwithstanding current problems which they discussed lightly,  it had all been wonderful.	verb	6
617	617	1	Why the hand on the arm and the over- approach?	verb	9
618	618	1	‘ He 's already co-ordinating the regional plans to provide a world picture.	verb	4
619	619	1	‘ I know 's what Mueller 's always wanted,  but Nate and the Executive Committee would never fall for bloody empire-building game!	verb	21
620	620	1	‘ It will boomerang, ’ the Englishman said heatedly.	verb	8
621	621	1	‘ Do n't they realise they 're playing political dynamite? 	verb	7
622	622	1	‘ Do n't they realise they 're playing political dynamite? 	verb	10
623	623	1	Oh,  and there 's one more thing you can be sure of, ’ he added sourly.	verb	15
624	624	1	The bloody man 's power drunk already. ’	verb	1
625	625	1	‘ It 's my life which is to go the plughole.	verb	12
626	626	1	Well bully for Mueller and the Corporation?	verb	1
627	627	1	‘ No further plant investment in the UK. ’	verb	3
628	628	1	God help the British plants the new regime! ’	verb	8
629	629	1	Just think of it,  a man of his talent and ability stooging the media. ’	verb	11
630	630	1	He 's a novice.	verb	3
631	631	1	A bloody charlatan! ’	verb	1
632	632	1	The petticoat Mafia the top of the organisation always knew what was going,  often the top executives themselves.	verb	1
633	633	1	The petticoat Mafia the top of the organisation always knew what was going,  often the top executives themselves.	verb	2
634	634	1	For practical purposes,  the culpable causing of another person 's death may fairly be regarded as the most serious offence the criminal calendar.	verb	23
635	635	1	There is an argument that treason is a more serious offence,  since it strikes the very foundations of the State and its social organizations,  but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime.	verb	17
636	636	1	There are still awkward questions to be confronted.	verb	7
637	637	1	Forexample,  are we satisfied that the 600 deaths recorded as homicide are fact more culpable than all,  or even most,  of the deaths recorded as accidents?	verb	15
638	638	1	It will be seen that English law a point,  and the process seems to accept -defence arguments as reasons for departing several of the principles set in Chapter 3.	verb	19
639	639	1	The ‘ year and a day ’ rule is a legacy of times when medical science was so rudimentary that,  if there was a substantial lapse of time injury and death,  it was unsafe to pronounce whether the defendant 's conduct or some other event caused the death.	verb	36
640	640	1	It might also be argued that the mandatory life sentence makes a substantial contribution to public safety.	verb	12
641	641	1	The mandatory penalty does indeed serve to mark murder other crimes,  but whether the definition of murder is sufficiently refined to capture the worst killings,  and only the worst killings,  remains to be discussed below.	verb	21
642	642	1	Whether the life sentence is regarded as a sufficient denunciation society depends the public 's perception of what life imprisonment means:  if it is widely believed that it results an average of nine years ' imprisonment,  the effect will be somewhat blunted.	verb	44
643	643	1	procedural terms,  therefore,  the life sentence involves a transfer of function:  normally it is the judge who determines the sentence ( or atleast its upper limit,  since earlier release parole may be possible ),  whereas a life sentence entrusts function the executive,  who must first ascertain the opinions of the Lord Chief Justice and the trial judge.	verb	9
644	644	1	Whatever the justifications for introducing policy,  it serves to underline the fact that sentencing murder cases is enacted each case being considered individually,  hearing representations the offender 's counsel,  and a sentence announced in court and subjectto appeal.	verb	19
645	645	1	cases life imprisonment was thought to be the appropriate sentence,  the trial judge would still specify—  in open court—  the number of years to be spent in prison,  taking the gravity of the offence account,  and release would be determined by a judicial tribunal.	verb	32
646	646	1	Many American jurisdictions three degrees of murder—  degree murder,  requiring premeditation,  and second- and degree murder,  covering lesser shades of culpability.	verb	19
647	647	1	cost is not difficult to justify capital punishment is the penalty for degree murder.	verb	14
648	648	1	there is no capital punishment,  however,  the question of how many degrees of homicide it is desirable to calls for careful weighing of the principle of fair labelling ( see Chapter 3.3 ( l ) ) the cost and time arguments mobilised by the policy of efficient administration ( see Chapter 3.3 ( m ) ).	verb	44
649	649	1	Although there are two offences,  murder and manslaughter,  the latter includes two distinct varieties:  ‘ voluntary ’ manslaughter ( killings which would be murder butfor the existence of defined extenuating circumstances );  and ‘ involuntary ’ manslaughter ( killings for which there is no need to prove any awareness of the risk of death being caused,  but for which there is thought to be sufficient fault to justify criminal liability ).	verb	28
650	650	1	Intent to kill may be regarded as the most obvious and indisputable form of fault element for murder,  but some extent depends the meaning of ‘ intent ’.	verb	15
651	651	1	way,  both purpose and foresight of practical certainty are regarded as part of the definition of intent,  although there are other statements suggesting that foresight of practical or ‘ virtual ’ certainty is merely evidence which intent may be inferred.	verb	11
652	652	1	What the alternative element the definition,  an intent to cause grievous bodily harm?	verb	4
653	653	1	The House of Lords upheld D 's conviction for murder:  an intent to cause really serious injury is sufficient for murder,  any proof that the defendant intended,  or even contemplated,  the possibility that death would result.	verb	30
654	654	1	Does the ‘ grievous bodily harm ’ rule extend the definition of murder too far?	verb	8
655	655	1	Intermsof principle,  the rule requires justification because departs the principle of correspondence ( see Chapter 5.2(a) ),  namely that the fault element a crime should relate the consequences prohibited by crime.	verb	8
656	656	1	Why should it be necessary to ‘ construct ’ a murder conviction outof lesser intent?	verb	7
657	657	1	There are arguments infavourof:  death is final,  murder is the gravest crime,  and there is no significant moral difference someone who chooses to cause really serious injury and someone who sets to kill.	verb	7
658	658	1	If one person chooses to cause serious injury another,  it should be presumed that he or she realizes that there is always a risk of death,  and such cases show a sufficiently wanton disregard for life asto warrant the label ‘ murder ’ if death results.	verb	33
659	659	1	The counter-arguments,  which would uphold the principle of correspondence,  are that breach of principle is unnecessary when the amplitude of the crime of manslaughter lies murder,  and also that the definition of grievous bodily harm includes a number of injuries which are most unlikely to put the victim 's life risk.	verb	19
660	660	1	So practice the ‘ grievous bodily harm ’ rule goes further than the arguments of its protagonists would support.	verb	17
661	661	1	would the merit of simplicity,  but would it strike the right note socially?	verb	10
662	662	1	Yet if the example is modified alittle,  sothat the overtaking is on a country road night and the risk is known to be slight,  it becomes questionable whether the causing of death circumstances should be labelled the same way as intentional killings.	verb	38
663	663	1	discussing the boundaries of murder,  we are concerned classification,  not exculpation.	verb	3
664	664	1	Both the Model Penal Code test and the Scots test may be reduced circularity,  however,  for when one asks how extreme or how wicked the recklessness should be,  the only possible answer is:  ‘ wicked or extreme enough to justify the stigma of a murder conviction ’.	verb	24
665	665	1	Both the Model Penal Code test and the Scots test may be reduced circularity,  however,  for when one asks how extreme or how wicked the recklessness should be,  the only possible answer is:  ‘ wicked or extreme enough to justify the stigma of a murder conviction ’.	verb	35
666	666	1	Admittedly,  the Model Penal Code does contain a list of circumstances which may amount extreme indifference,  which assists the courts and increases the predictability of verdicts a way that Scots law does not,  but the essence of both approaches is that there is no precise way of describing non-intentional killings which are as heinous as intentional killings.	verb	15
667	667	1	Admittedly,  the Model Penal Code does contain a list of circumstances which may amount extreme indifference,  which assists the courts and increases the predictability of verdicts a way that Scots law does not,  but the essence of both approaches is that there is no precise way of describing non-intentional killings which are as heinous as intentional killings.	verb	37
668	668	1	Their protagonists argue that the law of murder is so important socially that derogation the principle of maximum certainty should be allowed infavourof more accurate labelling by the courts;  opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based discriminatory or irrelevant factors,  suchas distaste for the defendant 's background,  allegiance,  or other activities.	verb	1
669	669	1	Their protagonists argue that the law of murder is so important socially that derogation the principle of maximum certainty should be allowed infavourof more accurate labelling by the courts;  opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based discriminatory or irrelevant factors,  suchas distaste for the defendant 's background,  allegiance,  or other activities.	verb	26
670	670	1	A third,  more precise formulation derives the recommendations of the Criminal Law Revision Committee 1980,  namely,  that a killing should be classified as murder situations there is an intention to cause serious injury coupled awareness of the risk of death.	verb	4
671	671	1	Plainly,  is a form of constructive criminal liability:  the murder conviction is constructed outof the ingredients of a lesser offence.	verb	6
672	672	1	Plainly,  is a form of constructive criminal liability:  the murder conviction is constructed outof the ingredients of a lesser offence.	verb	13
673	673	1	Presumably the justification is that D has already crossed a high moral/social threshold choosing to commit such a serious offence,  and should therefore be held liable for whatever consequences ensue,  however unforeseeable they may be.	verb	12
674	674	1	Because had n't done any management,  Debbie felt Landlords were entitled only the 10 percent finding fee and therefore owed her £2,400 ( 3 months ' rent plus the deposit ).	verb	11
675	675	1	They lost £4,000 dealing two letting agencies which closed down paying them the rent and tenants ' deposit owed their Wembley flat.	verb	20
676	676	1	The second time they dealt R. and B. Lettings in London NW10,  who they instructed just to find a tenant.	verb	5
677	677	1	Incaseof a dispute you can complain the professional body,  and members are bonded,  which means that deposits and rent are covered incaseof fraud or dishonesty. ’	verb	13
678	678	1	Some agencies deduct it every month,  others want it all upfront,  so shop around.	verb	2
679	679	1	Travel:  Copse and robbers Christopher Somerville sees how woodland has usurped the ancient cattle thieves the Cheviot Hills	verb	10
680	680	1	The families North Tynedale in westernmost Northumberland—  Charltons and Robsons,  Milburns and Dodds—  were never slow to lay hands eachother 's property the lawless old days.	verb	19
681	681	1	Since 1926 the western fringes of the Cheviots have been planted 250 square miles of packed conifers,  while in their depths sprawl the seven miles of the Kielder Water reservoir,  Europe 's largest man-made lake.	verb	22
682	682	1	The farm stands on a spur of moorland on the northern edge of the forest,  and 10 minutes I had turned my back the corduroy battalions of trees and was striding under a still,  cloudy sky over tussocks of rush and coarse grass,  my face to the long,  bare shoulders open hillside that flank the winding shallows of the East Kielder Burn.	verb	26
683	683	1	The farm stands on a spur of moorland on the northern edge of the forest,  and 10 minutes I had turned my back the corduroy battalions of trees and was striding under a still,  cloudy sky over tussocks of rush and coarse grass,  my face to the long,  bare shoulders open hillside that flank the winding shallows of the East Kielder Burn.	verb	27
684	684	1	The burn threads a wild and inhospitable crevice of the hills,  where the wind blows cold and the sense isolation grows each lonely mile.	verb	2
685	685	1	Walking here,  you leave the 20th century behind the outskirts of the forest and enter the reconstructed emptiness which the reivers and cross-border raiders the past could operate unhindered.	verb	10
686	686	1	The hollow barking a dog came from one of the stone sheds,  but there was no sign life around the buildings.	verb	1
687	687	1	Scaup must be justabout the loneliest farm in England,  tucked down the shelter the hills Kielder Forest 's dark mass blocking its southward view and the narrowing valley of the burn filling half the sky to the north.	verb	5
688	688	1	Scaup must be justabout the loneliest farm in England,  tucked down the shelter the hills Kielder Forest 's dark mass blocking its southward view and the narrowing valley of the burn filling half the sky to the north.	verb	23
689	689	1	The rough land is altogether too harsh and unyielding,  giving sustenance only to sheep,  and to the conifers high on the flanks of East Kielder Moor and Grey Mares Knowe,  immense sweeps of hillside to right and left of the valley.	verb	21
690	690	1	A dipper flew up from the burn as I emerged from the hut,  his white breast flashing as he darted downstream.	verb	15
691	691	1	A dipper flew up from the burn as I emerged from the hut,  his white breast flashing as he darted downstream.	verb	16
692	692	1	Somewhere ahead in the crags of Kielderhead Moor a hawk was whistling,  a piercing sound in the lonely valley,  overlain a few heart-stopping moments by the snarl a jet.	verb	19
693	693	1	Somewhere ahead in the crags of Kielderhead Moor a hawk was whistling,  a piercing sound in the lonely valley,  overlain a few heart-stopping moments by the snarl a jet.	verb	27
694	694	1	jarring manifestation furious technology seemed as remote and ridiculous a dream,  as silence settled on Kielderhead and the hawk 's whistle came down from the moors.	verb	1
695	695	1	jarring manifestation furious technology seemed as remote and ridiculous a dream,  as silence settled on Kielderhead and the hawk 's whistle came down from the moors.	verb	8
696	696	1	jarring manifestation furious technology seemed as remote and ridiculous a dream,  as silence settled on Kielderhead and the hawk 's whistle came down from the moors.	verb	16
697	697	1	The valley of the White Kielder Burn steepened again as I trudged north,  its curves tightening.	verb	15
698	698	1	A mile above the shepherd 's hut the hillsides ceased their upward rolling and curved together to form a dead-end valley of broad breasted slopes five miles from the nearest tarmac road,  hidden deep in the folds of the moors.	verb	23
699	699	1	The old drover 's road turned aside here and climbed under the rock faces of White Crags to continue its lonely course over Girdle Fell and down into Redesdale.	verb	9
700	700	1	Instead I lay back in the heather and savoured the trickle of the burn and the crisp smell of peat-laden ground.	verb	8
701	701	1	Not a sign spring had yet penetrated secret valley,  but another month would put right.	verb	7
702	702	1	Travel:  A pilgrimage progress Elisabeth de Stroumillo potters round Poitou	verb	2
703	703	1	Travel:  A pilgrimage progress Elisabeth de Stroumillo potters round Poitou	verb	4
704	704	1	Even for France,  the variety to be found is enormous.	verb	9
705	705	1	My passion is for its numerous Romanesque churches,  most cases humbly proportioned but elevated unique works of art by the richness of their exquisitely-sculpted decoration;  to go to Poitou/Saintonge and not look at any of its churches would be going an African game reserve and ignoring the animals.	verb	11
706	706	1	For serious drinkers there is the production of cognac to investigate around Cognac,  plus the chance to sample pineau,  the powerful local aperitif made from young wine laced with cognac.	verb	27
707	707	1	To the north,  where Poitou borders the Vendee,  shapely clumps of trees are almost the only punctuation marks on widespreading marshy landscapes;  to the south it bubbles rolling hills.	verb	10
708	708	1	To the north,  where Poitou borders the Vendee,  shapely clumps of trees are almost the only punctuation marks on widespreading marshy landscapes;  to the south it bubbles rolling hills.	verb	27
709	709	1	Water is everywhere:  canals,  streams,  small busy rivers charming names like the Boutonne,  the Mignon and the Belle,  and big lazy rivers like the Sevre Niortaise and the Charente.	verb	21
710	710	1	Drifting between grassy polders to which farmers have to ferry their cattle in punts,  or following leafy twisting lanes marked only by rusty signs proclaiming the ‘ Venise Verte ’,  you 're an all-green,  mysteriously silent world;  only the occasional fisherman,  twitching his rod above the smothered waters,  disturbs the stillness.	verb	0
711	711	1	Drifting between grassy polders to which farmers have to ferry their cattle in punts,  or following leafy twisting lanes marked only by rusty signs proclaiming the ‘ Venise Verte ’,  you 're an all-green,  mysteriously silent world;  only the occasional fisherman,  twitching his rod above the smothered waters,  disturbs the stillness.	verb	47
712	712	1	A century later,  it an adoptive daughter to weep for:  20-year-old Marie Mancini,  niece of Louis XIV 's minister Mazarin.	verb	6
713	713	1	She went there when her romance with the young king was quashed for political reasons.	verb	11
714	714	1	Wriggling across country on the D216 to Port-d'Envaux,  you come to two more chateaux:  18th-century Panloy,  flaking romantically away on its hillock overlooking a bend in the Charente and,  almost door,  the much older,  moated Crazannes,  smothered amazing flamboyant Gothic carving.	verb	0
715	715	1	Wriggling across country on the D216 to Port-d'Envaux,  you come to two more chateaux:  18th-century Panloy,  flaking romantically away on its hillock overlooking a bend in the Charente and,  almost door,  the much older,  moated Crazannes,  smothered amazing flamboyant Gothic carving.	verb	37
716	716	1	Its conically-roofed tower,  hugged about by a brood of smaller roofs shaped candle snuffers,  is visible for miles.	verb	7
717	717	1	Its conically-roofed tower,  hugged about by a brood of smaller roofs shaped candle snuffers,  is visible for miles.	verb	14
718	718	1	There 's also a Renaissance fountain,  and an extremely odd conglomeration of church buildings comprising one ancient ruin,  one proper church,  and the skeleton faade and nave of a rather pompous and unfinished 18th-century abbey.	verb	30
719	719	1	Saintes,  with Gallo-Roman remains,  a beautiful Romanesque abbey and an atmospheric medieval quarter,  is 17 miles south of St Jean;  15-odd miles to the north-west is Surgeres,  all of whose public buildings,  including an engagingly asymmetrical church,  are within the 16th-century castle walls,  scattered among beautiful gardens and parkland—  perfect for picnicking.	verb	10
720	720	1	One fisherman waxed lyrical the variety of fish in the river.	verb	2
721	721	1	Biblical motifs recur—  some art-experts call them sermons stone,  and their messages would certainly have been clear the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain.	verb	1
722	722	1	Biblical motifs recur—  some art-experts call them sermons stone,  and their messages would certainly have been clear the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain.	verb	7
723	723	1	But themes are always interspersed more fanciful ones:  grimacing masks,  weird animals,  exuberant abstract patterns.	verb	14
724	724	1	Today 's merchants are doing to lure 20th-century tourists their medieval forebears pilgrims. 	verb	14
725	725	1	Today 's merchants are doing to lure 20th-century tourists their medieval forebears pilgrims. 	verb	17
726	726	1	MANY will take it as a further surrender Common Market bureaucracy that an inspectorate will soon be established to regulate the smell of farm manure.	verb	7
727	727	1	The masts may seem unsightly unused,  but I am sure it is simply a matter of getting accustomed.	verb	1
728	728	1	Has the election campaign penetrated its grim streets?	verb	4
729	729	1	Has the election campaign penetrated its grim streets?	verb	6
730	730	1	Paddy Cosgrove,  councillor and barrister,  in candidates ' pinstripes,  sits tensely on the edge of his plastic chair.	verb	10
731	731	1	Political consciousness is low on the Meadowell Estate.	verb	1
732	732	1	Very few know their MP is a Conservative,  and hardly anyone that his name is Neville Trotter,  defender of a slender 2,500 majority.	verb	17
733	733	1	fact Meadowell is an Elastoplast name like Sizewell,  invented the 1970s to disguise what was already a running sore.	verb	5
734	734	1	And then the media coom and blow everything. ’	verb	4
735	735	1	‘ It 's a canny place The Ridges,  with plenty of good folk. ’	verb	4
736	736	1	Some say it was the importing of whole streets of fighting families from the fishquays,  their dockland diversions of prostitution,  drug-dealing and handling.	verb	18
737	737	1	Paths and boundaries vanished,  allowing the tides of street life to wash right the doorsteps.	verb	2
738	738	1	The age structure of Meadowell means it is awash with teenagers,  whose only pastimes are babies and body-building.	verb	8
739	739	1	the time of the riots a quarter of all houses on the estate were boarded up and burned out by infant petrol bombers.	verb	21
740	740	1	There are some posh flats going up at neighbouring Royal Quays which will provide building jobs:  ‘ It 's Sun City in the middle of Bantustan, ’ a Labour councillor said me.	verb	25
741	741	1	The government sponsored Meadowell Initiative makes noises the north of the estate—  but pitifully little,  painfully slowly.	verb	15
742	742	1	North Tyneside council says it is too starved of funds by central government to much.	verb	7
743	743	1	MP Neville Trotter is a pear-shaped Tory pear-shaped vowels who little appeal the people of Meadowell,  and a dwindling appeal the middle-class suburbs where unemployment is also climbing.	verb	5
744	744	1	MP Neville Trotter is a pear-shaped Tory pear-shaped vowels who little appeal the people of Meadowell,  and a dwindling appeal the middle-class suburbs where unemployment is also climbing.	verb	8
745	745	1	MP Neville Trotter is a pear-shaped Tory pear-shaped vowels who little appeal the people of Meadowell,  and a dwindling appeal the middle-class suburbs where unemployment is also climbing.	verb	31
